release_date,id,name,popularity,explicit,artists,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration
1968-10-01,7yuy9JRIZrDDeyi8aBRapy,Tighten Up Your Wig,27,0,['Steppenwolf'],['1WRM9i067hd2ujxxi8FI3m'],0.586,0.578,9,-15.764,1,0.0359,0.102,0.267,0.965,0.952,130.059,4,190
1929-10-22,19l5dPqjrjCbQmAK84zwlW,Tu Ejemplo - Instrumental (Remasterizado),0,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],0.776,0.301,9,-5.985,1,0.0676,0.992,0.642,0.121,0.756,119.22,4,164
1990-01-01,46RqSqEo3yOWdm5nITgUST,Foi Na Cruz - 2010 Remastered Version,30,0,['Nick Cave & The Bad Seeds'],['4UXJsSlnKd7ltsrHebV79Q'],0.386,0.419,0,-12.441,1,0.0271,0.154,0.0063,0.104,0.199,139.292,4,341
1955-01-01,2nAKmJzcpAQjUHA89EB66B,Moi j'fais mon rond,5,0,['Charles Aznavour'],['2hgP9Ap2tc10R5jrQaEpMT'],0.636,0.231,8,-14.595,1,0.115,0.85,0.0,0.222,0.608,127.63,4,168
1992-01-01,6HPbjKizxMQt0yk8oz0og6,愛與哀愁,34,0,['童安格'],['3TAeauNOPNU1TP7V3nHjKY'],0.512,0.226,2,-13.185,1,0.0303,0.746,0.0,0.0968,0.079,143.981,4,254
2012-11-25,0I43hZDHOevr57g8ZjuV1M,Apa,21,0,"['Loredana', 'Cabron']","['5aU8qm9nbrIaXO8ieyKlTa', '0cw3wLz2S9ryZXmL0vWWQF']",0.747,0.734,0,-6.319,0,0.0477,0.188,6.72e-06,0.262,0.939,90.966,4,229
1970-01-01,0a4pUHWSLkKTB1hkeia5AJ,Una favola blu,32,0,['Claudio Baglioni'],['5zBAb4P2NoTps0shbgZvgj'],0.446,0.398,0,-13.704,1,0.0305,0.145,0.0,0.195,0.721,106.394,4,179
1991-12-06,2xZhP2Dw5izHDfJ0MHBDjj,Sólo para Ti,49,0,['Binomio de Oro'],['6n21XaDAuqpceTXBiypR9W'],0.513,0.575,10,-3.391,1,0.0421,0.536,0.0,0.137,0.779,157.576,4,288
2008-02-24,35wW4rx1ESD7jJSDnYBbzU,Nosso Sonho Não é Ilusão / Tão Só / Que Se Chama Amor - Ao Vivo,41,0,['Alexandre Pires'],['0Rrl4hJQjRAbGtiEwAqS5N'],0.416,0.654,9,-9.089,1,0.038,0.771,1.19e-05,0.754,0.435,138.215,4,229
1977-07-10,3UdrGUEUZZ9am3zrpCA6Yd,"Tintin hos gerillan, del 18",21,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",0.674,0.57,10,-11.999,1,0.945,0.528,0.0,0.118,0.912,78.391,4,59
2008-01-01,6ZbiJneHD6Vxk2usBNydiY,Lloro Por Ti,51,0,['Enrique Iglesias'],['7qG3b048QCHVRO5Pv1T5lw'],0.705,0.761,10,-6.772,1,0.0461,0.22,2.37e-05,0.108,0.337,79.992,4,247
1973-07-14,3jhOndbulOW5O863BmZrQg,I musicanti,17,0,['Francesco De Gregori'],['16FJYC4FqKhZXiXIzMI4ul'],0.338,0.179,7,-13.601,1,0.0372,0.848,0.448,0.243,0.256,122.211,4,127
1994-01-01,2ajh1gC9DmGSLTds8H5hHK,Титаник,29,0,['Nautilus Pompilius'],['3tYzkTZtYt5dGBSrAnWpX0'],0.657,0.671,9,-11.42,0,0.034,0.0205,0.765,0.146,0.713,115.001,4,304
1997-01-01,6aAgMvYI20KMsge17suey0,Estaba escrito (Mambo moruno) - Remastered 2015,34,0,['Monna Bell'],['2aJtGPY592hgmkGzD9oleC'],0.51,0.616,7,-5.572,0,0.0309,0.813,0.0,0.0634,0.656,87.34,4,122
2010-09-20,30JyOfF64BNKVU0RCC3PNp,Hanepojad (Lumi tuli maha ja),12,0,['Ülenurme Laulustuudio Lauljad'],['5bgdM6eUTIlQWEWQUv0xJU'],0.759,0.183,0,-13.703,1,0.0376,0.747,0.0,0.0583,0.689,128.073,3,90
2015-10-16,0YEXqaMeTYjuvGQ0PpOTiL,El Chapo,61,1,"['The Game', 'Skrillex']","['0NbfKEOTQCcwd6o7wSDOHI', '5he5w2lnU9x7JFhnwcekXX']",0.747,0.912,6,-3.324,0,0.262,0.139,0.0,0.271,0.59,127.096,4,220
2003-01-06,2hRNxkgCScd5yxbTsrGQR4,Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,47,0,['Charlie Brown Jr.'],['1on7ZQ2pvgeQF4vmIA09x5'],0.544,0.596,1,-10.325,0,0.059,0.226,1.17e-05,0.989,0.794,80.96,4,282
1988-09-29,2IKCe3z6dG9nf3AhH123CO,Tha Ta Vrodixo,33,0,['Pitsa Papadopoulou'],['6r1hgNm7KD4K81vEpgxCzo'],0.745,0.356,7,-12.565,0,0.0511,0.714,1.28e-06,0.0637,0.717,126.469,4,143
1996-01-01,26FOglnpqOEWUyspcbNYq6,Got to Be Real - Single Version,51,0,['Cheryl Lynn'],['6UfoTQXaV3DuqtDVjZIxwZ'],0.802,0.599,5,-11.259,1,0.0537,0.0585,0.00602,0.0804,0.886,114.651,4,229
2017-10-31,5gx2E5aIXMRBellPZW1up5,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",67,1,"['Chris Brown', 'Yo Gotti', 'A Boogie Wit da Hoodie', 'Kodak Black']","['7bXgB6jMjp9ATFy66eO08Z', '6Ha4aES39QiVjR0L2lwuwq', '31W5EY0aAly4Qieq6OFu6I', '46SHBwWsqBkxI7EeeBEQG7']",0.82,0.696,7,-4.918,0,0.182,0.119,0.0,0.232,0.617,144.981,4,293
2013-06-28,3M4ZPA9akOPJVnJnepcfb6,Bauklötze,35,0,"['Mika Kobayashi', 'Hiroyuki Sawano']","['2PszAsvg6kdXh0D2bMC8Yz', '0Riv2KnFcLZA3JSVryRg4y']",0.545,0.705,11,-5.51,0,0.0525,0.076,0.0024,0.445,0.226,89.939,4,236
2016-07-18,0wv2KC6BK8nZPt8od4Zt7v,Kimentünk A Divatból,33,0,['Krisz Rudolf'],['0eWur9zhg0xzm2qlDEFTyR'],0.644,0.782,6,-4.791,0,0.124,0.00945,0.0,0.123,0.621,119.993,4,200
2017-07-11,0ABOvY9oWhbGZNWQA8GjYI,Viktors,32,0,['GACHO'],['4ec4Os8XAiwmqZdQga3V7f'],0.507,0.514,11,-8.393,0,0.224,0.268,0.0,0.107,0.482,85.074,4,234
2006-06-06,4Xunts6NLofGZCFEICTDTg,A Primera Vista,61,0,['Pedro Aznar'],['2FFrhWZS9vJsh2UvxYPRr6'],0.437,0.155,0,-15.078,1,0.0325,0.656,6.57e-05,0.171,0.352,82.033,4,186
1992-01-01,326VagPc2Sv4JpwDpdhTfu,Jyotirling Ka Dhyan Karo,23,0,"['Anuradha Paudwal', 'Hariharan']","['4hkB2bR5ek6lJChj6aunCn', '2NoJ7NuNs9nyj8Thoh1kbu']",0.462,0.66,5,-9.234,1,0.035,0.913,0.00228,0.254,0.616,81.718,4,325
1989-01-01,0TgPGZY3IWcvpwocuIZ7lS,"Sumarið í Reykjavík (af 12"" plötunni Hver er næstur?)",4,0,['Bubbi Morthens'],['0MtTfq27LQu7CmE5t308Up'],0.393,0.722,9,-6.92,0,0.032,0.000433,0.00966,0.111,0.472,83.467,4,299
1988-01-01,0FBJ5Ctk5r4wlVJsFoV8Ta,"Ballade No.3 In A Flat, Op.47",30,0,"['Frédéric Chopin', 'Krystian Zimerman']","['7y97mc3bZRFXzT2szRM4L4', '43wuPaPcZVMJQWLRaPR4Yz']",0.297,0.067,8,-21.404,1,0.0398,0.992,0.788,0.0777,0.0594,87.677,4,452
1954-04-01,6xVYgOb2qf0nyOqFegZWtn,Someone to Watch Over Me - 78rpm Version,14,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],0.168,0.147,9,-18.869,1,0.042,0.917,0.0329,0.342,0.105,168.978,3,202
1989-01-01,2NJQQxlXdL19vWKQgA2aTH,"Hoy por ti, mañana por mí",34,0,['Ángeles Del Infierno'],['2qzYtiwABDEql4L7JpZ59Y'],0.651,0.951,0,-3.382,1,0.0966,0.0234,0.0,0.163,0.598,138.795,4,177
1993-04-23,2q1zhcHmzjZKMy8N7j7ERd,Ex-nainen,20,0,['Kaija Koo'],['60UkyJpgRSEUtcVTasRFEq'],0.643,0.921,11,-5.046,0,0.0423,0.112,0.0,0.0782,0.671,101.004,4,306
1969-01-01,3n9BRFhSDiSZz5aIOvrUMA,The Feeling Is Right,20,0,['Clarence Carter'],['7lffJlv0nRl0sIsHDmo0SB'],0.606,0.389,10,-13.696,1,0.0284,0.281,0.0,0.153,0.91,91.851,4,175
1955-02-01,7tcyFdv7c0JSNqKAgV1Oxc,The Song Is You,1,0,"['J.J. Johnson', 'Kai Winding']","['3hZ5sdhYTvgrmXIwtVwqmS', '1kYYk4lJ7ZWbyy3zDYOl6h']",0.498,0.452,5,-13.848,1,0.0489,0.902,0.00338,0.222,0.842,139.49,4,238
1999-05-10,68JEu4upoLMdgU2PUyv9aC,085 - Feuerturm - Teil 33,36,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],0.654,0.369,7,-19.66,0,0.913,0.736,0.0,0.203,0.487,114.122,4,91
1995-07-28,6G2Xlo28z2edhOwYCRwFvI,Street Scene (4 Shazz),36,0,['St Germain'],['484sZUYmnRXN84zmk3GY1n'],0.846,0.355,8,-14.859,0,0.117,0.146,0.806,0.0975,0.512,87.517,4,946
1960-01-01,0GvuQuDkotHthv5S52Hz60,Suite for Strings: II. Giga. Allegro,14,0,"['Arcangelo Corelli', 'Eugene Ormandy', 'Philadelphia Orchestra']","['5dmMpIyAVaH6b9FLFgWPrF', '3naY4Tq98GRh9K8xOsINyv', '6tdexW8bZTG8NgOFUCYQn1']",0.109,0.155,9,-21.4,1,0.0397,0.979,0.829,0.301,0.108,85.502,4,192
1985-03-01,24brMnlSBc8JljTY9rF87A,מחכים למשיח,39,0,['Shalom Hanoch'],['1Eks6sKVw6yepoeTbWv0YD'],0.596,0.873,7,-7.263,1,0.157,0.0656,3.73e-05,0.0892,0.801,95.32,4,344
1960-03-20,6TbT5W9XSnwGq0kXpQjyzi,Rosa Morena,20,0,['Dorival Caymmi'],['7zsxdMsODmHKTbTB00t9wS'],0.492,0.481,0,-11.651,0,0.0361,0.253,0.0,0.108,0.716,95.648,4,139
1949-01-01,1sebye5Zy0Qn1Vk82QD0LG,"Kiss Me, Kate: Finale: Kiss Me, Kate",5,0,"['Cole Porter', 'Alfred Drake', 'Patricia Morison', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']","['6rrwIOOzyvn76SDbkxjIjS', '7DDaQqjdIkLxhp1jQyxLux', '6JoEyXQyf04b55lKkuBl2E', '1tCiBtSQ8AUSX6ty3LFL4C', '4fdPrPKYcvauQeQEJFmX8S', '1r7rgWu1xhUhk11oCFjkFp']",0.41,0.467,10,-7.931,1,0.0909,0.859,0.0,0.276,0.897,149.645,4,47
2019-12-13,2ZYwkQ4p4BQ6o5koDQnjWY,עוד יום במשרד,33,1,['Tuna'],['17pbOSPIn3lmY0vHhOlKGL'],0.741,0.652,0,-7.648,1,0.283,0.5,0.0,0.813,0.397,133.006,4,188
1964-01-01,20rp4qoRBpTW4bq9CN2369,I Could Easily Fall (In Love with You) - 1992 Remaster,11,0,"['Cliff Richard', 'The Shadows']","['2nvKpWcP8etYTq4JrRiUiy', '03hfAxVdAWj7kxDnSG0fLD']",0.474,0.553,9,-9.736,1,0.0293,0.787,0.0,0.269,0.735,75.087,4,180
1960-01-01,2tnMzu93MhRZzOQk1HWpe0,Broadway - 1959/Live At The Village Vanguard,9,0,['Kenny Burrell'],['1sdyFmN4bVOcuFDpTVsxBB'],0.496,0.243,0,-22.013,0,0.0711,0.756,0.649,0.703,0.807,116.376,4,262
1973-10-19,3LzR9PGcT8DtbPekw3haDY,"Burnin' And Lootin' - Live At Leeds Polytechnic, 1973",28,0,['The Wailers'],['6uSKeCyQEhvPC2NODgiqFE'],0.596,0.66,5,-11.478,1,0.317,0.18,1.37e-05,0.933,0.683,81.711,4,509
2000-01-17,7l5f0z4IvsfpqPwPLG6ZpC,"Por Causa De Você, Menina",26,0,['Jorge Ben Jor'],['5JYtpnUKxAzXfHEYpOeeit'],0.496,0.582,2,-7.115,1,0.0311,0.613,1.58e-06,0.215,0.959,158.621,4,167
2008-12-08,1pLCpA1RN8avJxSD3ZCwhj,Pa' Que La Pases Bien,67,0,['Arcangel'],['4SsVbpTthjScTS7U2hmr1X'],0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,4,214
1990-08-17,403oiKw757eJnbDKPSjhHV,Thieves in the Temple,44,0,['Prince'],['5a2EaR3hamoenG9rDuVn8j'],0.775,0.676,5,-10.582,0,0.042,0.0228,0.0,0.0631,0.646,129.948,4,201
2003-01-01,0lt91ILdyIOLLVN2mHL1CG,Cygański zajeb,29,0,['Strachy Na Lachy'],['4DXXg7xzgKAEYeFhh9wAtk'],0.535,0.797,7,-6.735,1,0.0815,0.0448,7.82e-06,0.0771,0.548,169.88,4,305
2012-12-20,7L9aIZ1C3uI8NL2lkMA6F0,Nothing Without Me (Mix Cut) - Beat Service Remix,9,0,"['Markus Schulz', 'Ana Diaz', 'Beat Service']","['6OO0PboZcIWUWL7j2IyeoL', '4nA9E4RlVh3PaxXueryJzQ', '56BtAqdWXO8V2ZPEkFg2DV']",0.513,0.939,9,-4.841,0,0.131,2.21e-05,0.00464,0.291,0.393,131.038,4,88
1929-12-31,4qln9BCiTbkAtWK9UZJ662,Megha Medur Ghana Chheye,0,0,['K.C.Dey'],['7ykRjZ7hLVJ0lfysVIlO4I'],0.523,0.275,1,-16.835,1,0.178,0.989,1.54e-05,0.521,0.474,113.042,4,187
1965-02-01,2Un7skRuN6IfvTG0ASP9qs,I Believe To My Soul,22,0,['The Animals'],['3ICflSq6ZgYAIrm2CTkfVP'],0.584,0.341,4,-9.447,0,0.0297,0.908,0.0421,0.101,0.557,103.008,4,206
2008-02-11,0tlEAjGvKAa7eDilmFGMjD,Away from You - Recorded Live at Oakland Auditorium,3,0,['Gerry & The Pacemakers'],['3UmBeGyNwr4iDWi1vTxWi8'],0.325,0.583,7,-10.677,1,0.0942,0.499,0.0,0.709,0.699,149.305,4,111
2012-06-20,6ULNajUXyzlWUl9g07RGQC,El Cebú - Instrumental,0,0,['Pedro Laza Y Sus Pelayeros'],['0CulHu6suXmBEZRI9pYgnk'],0.59,0.872,3,-4.37,1,0.113,0.127,0.144,0.306,0.87,130.108,4,155
1972-01-01,7fPkyP1sSREtcdfkP9kFeX,Rickshaw,34,0,['Cymande'],['4hfcSstwnyuBoek1dQwLkG'],0.703,0.732,10,-8.724,0,0.0351,0.0496,0.307,0.111,0.86,121.315,4,355
1983-01-01,01HaABv868nSTjF6AKT9wH,Fight It Back,31,0,['Accept'],['3JDIAtVrJdQ7GFOX26LYpv'],0.42,0.882,11,-6.49,0,0.0447,8.84e-05,0.0154,0.35,0.542,128.696,4,214
1972-01-01,0qPUWmmQjsEao6mo43S4YJ,Julekveldsvisa,11,0,['Nora Brockstedt'],['2qYLKeM0r1cFgpiFm4VtA1'],0.563,0.147,8,-15.931,1,0.0656,0.935,1.91e-06,0.109,0.36,134.322,3,177
1986-11-01,04K70nvJJUkXVDLxsTgBAh,อร่อยไปเลย,15,0,['Danupol Kaewkarn'],['22aNKwafgEkMFibodyxoeb'],0.871,0.621,4,-6.694,1,0.0348,0.133,0.00199,0.297,0.957,120.143,4,186
2006-09-08,4bsQ1vKbf7FrFPxEsNKMdl,Моё сердце (Не остановилось),38,0,['НАИВ'],['2YebmGg4R8ZPxnjaixPrYG'],0.433,0.94,6,-3.121,0,0.0883,0.0262,0.0,0.115,0.268,161.838,4,261
1982-01-01,14jh12pEhxMQxiTDtVmmdC,Taipan - 2011 Remastered,22,0,['Cold Chisel'],['1VcbchGlIfo3Gylxc3F076'],0.469,0.768,9,-3.53,0,0.0556,0.00812,0.0143,0.0636,0.485,106.475,4,235
1962-01-01,1qeeA3bZHjveZDKXLeQR22,Somebody Loves You,16,0,['Dean Martin'],['49e4v89VmlDcFCMyDv9wQ9'],0.762,0.415,6,-12.539,1,0.0326,0.773,0.000826,0.0817,0.786,119.578,4,156
1972-01-01,4HqgVt6Eq8Y2DvdfV8dbp0,Make Me Believe In You,40,0,['Patti Jo'],['5o16tKkSkYzyEsAIdieNHI'],0.819,0.459,4,-13.551,1,0.0664,0.126,0.459,0.118,0.977,117.902,4,400
1974-08-01,04VOhVijNBVDdv1ihkFAOg,03 - spukt lustig weiter - Teil 12,19,0,"['Hui Buh, das Schlossgespenst']",['1vjNjfkax0s9GD3jviAaZl'],0.753,0.562,0,-13.824,1,0.946,0.772,1.83e-06,0.39,0.513,75.736,3,73
1965-01-01,4khTtkvLA3UjCl6fI2342b,Sally Free And Easy,15,0,['Davy Graham'],['72zalCfn9P7eU6oGje7tyJ'],0.695,0.237,7,-18.672,0,0.0274,0.893,5.1e-05,0.0918,0.734,133.015,4,232
2001-06-01,2TI3ZsuDS4q0FISzc7FTnO,Gipsy Woman,40,0,['A.M.P.'],['0FQ7M5QwQEtwsN9TwPQKCM'],0.722,0.834,9,-5.835,0,0.0313,0.000472,0.386,0.111,0.635,122.98,4,281
2013-10-21,2m3PVx1gsVB5upxi94IW8I,Жить в кайф,54,0,['Max Korzh'],['5meD8C7oGK5yUEY2T7ZZ7W'],0.762,0.822,0,-3.346,1,0.137,0.011,0.0,0.0858,0.565,127.054,4,174
2021-03-18,4VjD1mGA4CqayNWHc4KUbk,Te Bloquie,44,1,['Nico la Frecuencia'],['32Y0pHdN5OwJKERO3bOUmq'],0.858,0.574,5,-7.04,0,0.166,0.455,4.2e-05,0.058,0.925,95.986,4,63
1970-01-01,3Obd1TllQphjFZfentdi4j,Wedding Bells,12,0,['Big Tom And The Mainliners'],['58Wn6rLYl05B6AHwhNxHEp'],0.418,0.616,3,-9.05,1,0.116,0.785,0.0007,0.294,0.771,179.344,4,167
1982-01-01,3czXIV30L7pPEvIPV5az04,Kapitel 11 - als Schornsteinfeger (Folge 018),27,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],0.731,0.114,5,-16.398,1,0.929,0.835,0.0,0.346,0.566,73.14,1,70
2020-10-09,4vgYzH0bqiCp1I1DN0sBBf,Hani,52,0,['Lvbel C5'],['0V2oXYR7DtrZAEFeILRW2r'],0.715,0.619,10,-5.56,0,0.156,0.244,0.0,0.143,0.899,113.782,4,135
2001-01-01,4Dv9ifZ28Br1xX8mT5MDup,"Nikto, Nic",17,1,['Horkýže Slíže'],['1Vokrr21dze8HRk1oeWq9o'],0.602,0.929,1,-2.296,0,0.116,0.0371,0.0,0.309,0.73,123.326,4,106
2005-12-30,0ibQKPSkAn3nx37zIJpPDZ,愛作夢的魚,25,0,['Jody Chiang'],['3jPL2UtbCi2DuvuK2dolR6'],0.359,0.452,1,-6.724,1,0.0325,0.747,0.000103,0.147,0.212,146.009,4,276
1989-01-01,0H1NWLo52WvpZOXYZksSCz,Hum Tum Yug Yug Se (Milan),17,0,['The Bollywood Instrumental Band'],['3cC8lZYKdRxggpTaCTqZgn'],0.508,0.426,9,-10.222,0,0.026,0.274,0.723,0.131,0.665,107.463,4,395
1993-12-08,1L2E41GJOJFdy8Fw0mHs2y,SCANDAL - New Recording,19,0,['ORIGINAL LOVE'],['76QaFuQNldIJkAkDmaMAck'],0.633,0.925,10,-5.825,0,0.0371,0.0533,0.00355,0.341,0.926,97.682,4,483
1990-12-08,3RyMm3QfDgeScrZDUmZDiW,PRECIOUS LOVE,19,0,['PERSONZ'],['6n9RT2nh15EFHJk1grNlBO'],0.56,0.679,7,-9.151,1,0.0349,0.162,0.00328,0.125,0.637,133.991,4,328
1981-01-01,77ZlwcRm8mRAszhszeSxln,Kya Yahi Pyar Hai - Rocky / Soundtrack Version,32,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']",0.663,0.342,7,-11.965,1,0.0263,0.372,0.0,0.132,0.586,102.774,4,384
1978-02-09,6In6aqiFdIvKyCT9U0rV2E,Pou Tha Pai Pou Tha Vgi,6,0,['Manolis Mitsias'],['0iPmB3x32r1vp0nL4gsjMo'],0.564,0.467,4,-13.22,0,0.0376,0.737,0.0,0.171,0.747,128.128,5,126
2013-11-04,06Ir4xKdJoH5zIkkXoZuOY,Look Right Through - MK Vocal Edit,33,0,['Storm Queen'],['0DgsuiMZylmPOYkrVOqNYQ'],0.834,0.819,0,-7.989,0,0.0841,0.00212,0.00306,0.279,0.513,119.99,4,148
2015-05-22,2qgA5x0hee7zlLeoxiekRC,Deine Freundin,53,0,['SDP'],['1EfwyuCzDQpCslZc8C9gkG'],0.841,0.857,7,-4.851,1,0.346,0.313,0.0,0.0441,0.93,127.029,4,176
2009-04-08,1AG0R7fNIncPooC8A67Myj,Lolo Jose,39,0,['Coritha'],['7v09sVaPjdkXyRb78Q1e17'],0.391,0.256,11,-12.181,1,0.0299,0.53,0.0,0.183,0.313,84.762,4,279
1961-01-01,6BdrHOEmokkSxTyxCojD6r,Serenade,58,0,"['Franz Schubert', 'Eugene Ormandy', 'Philadelphia Orchestra']","['2p0UyoPfYfI76PCStuXfOP', '3naY4Tq98GRh9K8xOsINyv', '6tdexW8bZTG8NgOFUCYQn1']",0.105,0.0355,0,-25.317,1,0.0393,0.948,0.965,0.0956,0.039,91.169,4,263
2015-02-03,6A7DVjCpVbNTw4KmbuPtEg,Chau Cariño Chau,33,0,['Abracadabra'],['1F10Dyz1RuRFkgHQ5Es3uZ'],0.532,0.537,7,-5.581,1,0.0281,0.202,0.0,0.202,0.259,86.959,4,222
1975-04-05,0AgjxRK2lMzGnLJX9J5TBn,Black Night,25,0,['Bob Seger'],['485uL27bPomh29R4JmQehQ'],0.675,0.886,9,-4.312,1,0.0295,0.143,0.0013,0.227,0.954,118.747,4,202
2002-01-01,0BGjGnyzTgdLi1zxnsMGDc,Duele Verte,62,0,['Ricardo Arjona'],['0h1zs4CTlU9D2QtgPxptUD'],0.75,0.779,7,-4.389,1,0.073,0.317,0.0,0.0567,0.601,94.96,4,282
1985-01-01,1i2yBsnCHSanfHCVmw3dE0,El Hombre Increible,31,0,['Marvin Santiago'],['76h2ycGFYaAFYQgqdoOvVE'],0.7,0.635,0,-7.27,0,0.0405,0.51,0.0,0.17,0.938,99.309,4,254
2014-08-12,0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,54,0,"['Badshah', 'Aastha Gill']","['0y59o4v8uw5crbN9M3JiL1', '1BYjhAClGpBTLZfics0VRZ']",0.806,0.815,3,-5.373,0,0.0599,0.0081,2.35e-05,0.586,0.678,129.999,4,180
1986-01-01,3qAdR9U7zSrdqivawxbgMz,Saçlarını Yolarsın,13,0,"['Mahzuni Şerif', 'Muhlis Akarsu']","['0GaVH71Lcjn6mXTD8RHjAO', '4OGie4xcdkOilAqbvNf8me']",0.526,0.36,11,-11.367,0,0.0364,0.852,3.1e-06,0.113,0.318,131.579,4,317
1956-01-01,4n7ycxckAxDqGcaCLBxgqi,John Henry,2,0,['Etta Baker'],['32O4dM8Yd756XKRb1BVUPO'],0.553,0.351,4,-11.898,1,0.046,0.954,0.925,0.107,0.536,123.899,4,90
2018-04-06,6zBdVVksaTQeAzwfszbovz,Lie to Me,54,1,['Mikolas Josef'],['6Kz7MXIUFMtp5Ts91lagtR'],0.835,0.698,6,-6.52,1,0.111,0.00512,1.88e-06,0.382,0.664,105.997,4,171
2013-05-07,6r9uRLnQEF3alGTfmE5OkU,Invisible Man (Acoustic),46,0,['98º'],['6V03b3Y36lolYP2orXn8mV'],0.509,0.511,0,-6.703,1,0.033,0.564,0.0,0.0972,0.568,169.929,4,203
1991-12-22,1Xcv4z7CExpMDqLoFKZqOL,Bella Sin Alma,28,0,['Junco'],['19WQtApO8bp44xVTR4D138'],0.593,0.501,0,-10.053,1,0.0334,0.0462,0.00586,0.15,0.404,170.354,4,250
1954-01-01,4kL7s9dMmcFfhUzYPOHczL,Teri Yaad Mein And Oonchi Oonchi Duniya,4,0,['Lata Mangeshkar'],['61JrslREXq98hurYL2hYoc'],0.386,0.38,0,-16.244,0,0.0439,0.857,0.000147,0.221,0.716,96.592,4,461
2009-07-06,2BOY77LvMTUOfLcnfFAJGl,Dhan Te Nan,51,0,"['Sukhwinder Singh', 'Vishal Dadlani', 'Robert Bob Omulo']","['19MVxKZZdPj2X0F8pi0OCT', '6CXEwIaXYfVJ84biCxqc9k', '3iKy4pbgfLe2u8YTKl1v8B']",0.766,0.809,4,-6.206,1,0.161,0.0227,0.000166,0.0796,0.803,91.987,4,280
1988-01-01,2uiUvhZugbAFSoNullOTMQ,Бошетунмай,38,0,['Kino'],['2jkl2xJVm71azWAgZKyf42'],0.664,0.493,9,-12.816,1,0.0262,0.313,0.0308,0.236,0.962,90.37,4,248
2001-12-04,3Tg6vd7RNktpxZCqp3sQjA,Valió la Pena Equivocarme,52,0,['La Arrolladora Banda El Limón De Rene Camacho'],['5bSfBBCxY8QAk4Pifveisz'],0.765,0.726,5,-3.341,1,0.0282,0.285,6.39e-05,0.036,0.962,102.089,4,227
1952-01-01,7y5zPD2hOtWsQlyDI5p1Aj,Delicado,28,0,['Percy Faith & His Orchestra'],['24DQLSng7bKZD4GXLIaQbv'],0.492,0.635,4,-13.849,1,0.0293,0.757,0.68,0.197,0.838,99.188,4,171
2000-03-31,7rew9pVJCEI1T604jsIoyf,闇に降る雨,31,0,['Sheena Ringo'],['2XjqKvB2Xz9IdyjWPIHaXi'],0.514,0.718,4,-3.907,1,0.0356,0.00332,0.00201,0.348,0.574,129.942,4,304
1963-01-01,5ClVXvxNdzx4pgbs1DM5pd,"Prelude and Fugue No. 1 in C Major, BWV 846: Fugue",23,0,"['Johann Sebastian Bach', 'Glenn Gould']","['5aIqB5nVVvmFsvSdExz408', '13dkPjqmbcchm8cXjEJQeP']",0.401,0.226,9,-21.683,0,0.0593,0.995,0.91,0.0984,0.681,119.602,4,115
1997-01-01,0DXL0kmWTr0NUMPkFlCiOi,Rock mi,21,0,['AlpenRebellen'],['0SRMVHC5eMaIclOnwK2pOy'],0.716,0.9,2,-5.87,1,0.0422,0.432,0.0,0.177,0.927,79.861,4,163
1995-01-01,31xV0odyHt9ObQts3hcpY1,Christmas Eve (Sarajevo 12/24),29,0,['Savatage'],['3N1B1g6JtIgd6ClRkzD4yT'],0.288,0.648,4,-6.45,0,0.0324,0.204,0.938,0.118,0.161,186.453,3,204
1997-01-01,7s4dq51ZhwSK29UJLkXigI,鐵窗,18,0,['Mavis Hee'],['0TtVGvZ6bN7aQTTAixMFYU'],0.523,0.362,4,-13.612,0,0.029,0.338,3.19e-05,0.337,0.25,133.161,3,301
1991-08-20,4NBxoKAY9PR2PdfNnmVRkN,Honestly,54,0,['Harem Scarem'],['6q72NwO3LCZ2WNKkDKy5va'],0.535,0.489,9,-10.626,1,0.0274,0.0621,0.0,0.143,0.0883,126.384,4,242
1967-01-01,3zqQ5Y8sRiaKcRGNZckfdM,Gunnar vierasmaalainen,10,0,['Martti Innanen'],['6l02BYZzFfx7frfvri6ViG'],0.814,0.484,2,-7.614,0,0.0403,0.83,0.0,0.423,0.921,123.695,4,172
